"No.","Time","Source","Destination","Protocol","Length","Info"
"552","10.287811","192.168.178.42","5.200.6.174","UDP","223","63494  >  50004 Len=181"
"553","10.298504","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"554","10.308506","192.168.178.42","5.200.6.174","UDP","224","63494  >  50004 Len=182"
"555","10.316813","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"556","10.326335","192.168.178.42","5.200.6.174","UDP","228","63494  >  50004 Len=186"
"557","10.326389","192.168.178.23","224.0.0.251","MDNS","394","Standard query response 0x0000 PTR TIM_BOX-34814c8e419c5f13e44a8be1a3e4ece0._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 34814c8e-419c-5f13-e44a-8be1a3e4ece0.local A, cache flush 192.168.178.23"
"558","10.339796","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"559","10.348419","192.168.178.42","5.200.6.174","UDP","212","63494  >  50004 Len=170"
"560","10.358852","5.200.6.174","192.168.178.42","UDP","154","50004  >  63494 Len=112"
"561","10.371260","192.168.178.42","5.200.6.174","UDP","202","63494  >  50004 Len=160"
"562","10.382181","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"563","10.386449","192.168.178.42","5.200.6.174","UDP","205","63494  >  50004 Len=163"
"564","10.389084","192.168.178.42","162.159.138.232","TCP","55","4362  >  443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"565","10.400154","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"566","10.409422","192.168.178.42","5.200.6.174","UDP","216","63494  >  50004 Len=174"
"567","10.418797","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"568","10.427618","162.159.138.232","192.168.178.42","TCP","66","443  >  4362 [ACK] Seq=1 Ack=2 Win=73 Len=0 SLE=1 SRE=2"
"569","10.428641","192.168.178.42","5.200.6.174","UDP","229","63494  >  50004 Len=187"
"570","10.446076","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"571","10.446820","192.168.178.42","5.200.6.174","UDP","243","63494  >  50004 Len=201"
"572","10.465215","192.168.178.42","5.200.6.174","UDP","251","63494  >  50004 Len=209"
"573","10.485085","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"574","10.485085","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"575","10.490674","192.168.178.42","5.200.6.174","UDP","235","63494  >  50004 Len=193"
"576","10.499350","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"577","10.507457","192.168.178.42","5.200.6.174","UDP","233","63494  >  50004 Len=191"
"578","10.515935","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"579","10.527452","192.168.178.42","192.168.178.23","TCP","164","3764  >  8009 [PSH, ACK] Seq=221 Ack=221 Win=1026 Len=110 [TCP segment of a reassembled PDU]"
"580","10.530231","192.168.178.42","5.200.6.174","UDP","230","63494  >  50004 Len=188"
"581","10.538449","5.200.6.174","192.168.178.42","UDP","154","50004  >  63494 Len=112"
"582","10.547900","192.168.178.42","5.200.6.174","UDP","231","63494  >  50004 Len=189"
"583","10.563102","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"584","10.569379","192.168.178.42","5.200.6.174","UDP","225","63494  >  50004 Len=183"
"585","10.576488","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"586","10.585785","192.168.178.42","5.200.6.174","UDP","232","63494  >  50004 Len=190"
"587","10.599602","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"588","10.608380","192.168.178.42","5.200.6.174","UDP","217","63494  >  50004 Len=175"
"589","10.608424","192.168.178.42","5.200.6.174","UDP","50","63494  >  50004 Len=8"
"590","10.622960","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"591","10.625987","192.168.178.42","5.200.6.174","UDP","218","63494  >  50004 Len=176"
"592","10.633372","192.168.178.23","192.168.178.42","TCP","164","8009  >  3764 [PSH, ACK] Seq=221 Ack=331 Win=1386 Len=110 [TCP segment of a reassembled PDU]"
"593","10.641085","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"594","10.648224","192.168.178.42","5.200.6.174","UDP","216","63494  >  50004 Len=174"
"595","10.659256","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"596","10.664510","5.200.6.174","192.168.178.42","UDP","60","50004  >  63494 Len=8"
"597","10.669310","192.168.178.42","5.200.6.174","UDP","212","63494  >  50004 Len=170"
"598","10.676965","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"599","10.683301","192.168.178.42","192.168.178.23","TCP","54","3764  >  8009 [ACK] Seq=331 Ack=331 Win=1026 Len=0"
"600","10.686377","192.168.178.42","5.200.6.174","UDP","213","63494  >  50004 Len=171"
"601","10.700851","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"602","10.708529","192.168.178.42","5.200.6.174","UDP","211","63494  >  50004 Len=169"
"603","10.719987","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"604","10.730246","192.168.178.42","5.200.6.174","UDP","192","63494  >  50004 Len=150"
"605","10.741724","5.200.6.174","192.168.178.42","UDP","146","50004  >  63494 Len=104"
"606","10.746956","192.168.178.42","5.200.6.174","UDP","202","63494  >  50004 Len=160"
"607","10.757174","5.200.6.174","192.168.178.42","UDP","135","50004  >  63494 Len=93"
"608","10.768543","192.168.178.42","5.200.6.174","UDP","184","63494  >  50004 Len=142"
"609","10.776608","5.200.6.174","192.168.178.42","UDP","132","50004  >  63494 Len=90"
"610","10.789653","192.168.178.42","5.200.6.174","UDP","165","63494  >  50004 Len=123"
"611","10.800945","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"612","10.806217","192.168.178.42","5.200.6.174","UDP","165","63494  >  50004 Len=123"
"613","10.817700","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"614","10.823578","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"615","10.829245","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"616","10.841744","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"617","10.848396","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"618","10.856787","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"619","10.864715","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=58 Ack=578 Win=182 Len=0"
"620","10.865540","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"621","10.880552","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"622","10.888477","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"623","10.896299","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"624","10.905875","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"625","10.922800","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"626","10.927835","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"627","10.936151","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"628","10.949641","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"629","10.958453","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"630","10.966404","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"631","10.981627","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"632","10.989566","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"633","11.010787","192.168.178.42","5.200.6.174","UDP","85","63494  >  50004 Len=43"
"634","11.091117","AVMAudio_df:a3:8a","AtherosC_00:00:01","HomePlug AV","60","Qualcomm Atheros, OP_ATTR.REQ (Get Device Attributes Request)"
"635","11.091117","AVMAudio_df:a3:8a","Broadcast","HomePlug AV","60","Qualcomm Atheros, GET_SW.REQ (Get Device/SW Version Request)"
"636","11.091117","AVMAudio_df:a3:8a","Broadcast","0x8912","60","Ethernet II"
"637","11.198354","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"638","11.411598","192.168.178.42","5.200.6.174","RTCP","94","Receiver Report   "
"639","11.472131","192.168.178.42","192.168.178.1","HTTP","541","GET /internet/inetstat_monitor.lua?sid=70d46de0bd50a869&myXhr=1&action=get_graphic&useajax=1&xhr=1&t1605544264086=nocache HTTP/1.1 "
"640","11.473580","192.168.178.1","192.168.178.42","TCP","60","80  >  4315 [ACK] Seq=1286 Ack=975 Win=660 Len=0"
"641","11.706618","192.168.178.1","192.168.178.42","HTTP","1341","HTTP/1.1 200 OK  (text/html)"
"642","11.760535","192.168.178.42","192.168.178.1","TCP","54","4315  >  80 [ACK] Seq=975 Ack=2573 Win=8207 Len=0"
"643","12.198367","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"644","12.342309","5.200.6.174","192.168.178.42","UDP","134","50004  >  63494 Len=92"
"645","12.359437","5.200.6.174","192.168.178.42","UDP","126","50004  >  63494 Len=84"
"646","12.384250","5.200.6.174","192.168.178.42","UDP","131","50004  >  63494 Len=89"
"647","12.400382","5.200.6.174","192.168.178.42","UDP","132","50004  >  63494 Len=90"
"648","12.423679","5.200.6.174","192.168.178.42","UDP","132","50004  >  63494 Len=90"
"649","12.442536","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"650","12.459273","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"651","12.481043","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"652","12.499471","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"653","12.523517","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"654","12.540900","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"655","12.561397","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"656","12.583251","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"657","12.599403","5.200.6.174","192.168.178.42","UDP","151","50004  >  63494 Len=109"
"658","12.622424","5.200.6.174","192.168.178.42","UDP","152","50004  >  63494 Len=110"
"659","12.651132","5.200.6.174","192.168.178.42","UDP","153","50004  >  63494 Len=111"
"660","12.662348","5.200.6.174","192.168.178.42","UDP","148","50004  >  63494 Len=106"
"661","12.680713","5.200.6.174","192.168.178.42","UDP","141","50004  >  63494 Len=99"
"662","12.699349","5.200.6.174","192.168.178.42","UDP","132","50004  >  63494 Len=90"
"663","12.704467","192.168.178.23","224.0.0.251","MDNS","247","Standard query response 0x0000 PTR 171bb1450e4d4e6b._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 36245 171bb1450e4d4e6b.local TXT A 192.168.178.23"
"664","12.717506","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"665","12.740279","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"666","12.764685","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"667","12.780389","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"668","12.798522","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"669","12.821057","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"670","12.837342","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"671","12.863935","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"672","12.880459","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"673","12.902325","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"674","13.091364","AVMAudio_df:a3:8a","AtherosC_00:00:01","HomePlug AV","60","Qualcomm Atheros, OP_ATTR.REQ (Get Device Attributes Request)"
"675","13.091364","AVMAudio_df:a3:8a","Broadcast","HomePlug AV","60","Qualcomm Atheros, GET_SW.REQ (Get Device/SW Version Request)"
"676","13.091364","AVMAudio_df:a3:8a","Broadcast","0x8912","60","Ethernet II"
"677","13.197931","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"678","13.270709","192.168.178.42","5.200.6.174","RTCP","102","Sender Report   "
"679","13.709003","192.168.178.23","224.0.0.251","MDNS","247","Standard query response 0x0000 PTR 171bb1450e4d4e6b._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 36245 171bb1450e4d4e6b.local TXT A 192.168.178.23"
"680","14.176803","CompalIn_06:eb:e5","LLDP_Multicast","LLDP","176","LA/brunofrancesco LA/port-001 20 SysN=BRUNOFRANCESCO SysD=Acer Aspire A515-51G,V1.15,NXGVMET009811087E33400 RTClass3 Port Status = OFF"
"681","14.197560","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"682","14.428969","AVMAudio_df:a3:8a","Broadcast","ARP","60","Who has 192.168.178.33? Tell 192.168.178.1"
"683","14.467057","192.168.178.42","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"684","14.527221","192.168.178.23","192.168.178.42","UDP","557","47264  >  49883 Len=515"
"685","14.660364","192.168.178.1","192.168.178.42","TCP","74","53675  >  80 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=110939723 TSecr=0 WS=64"
"686","15.003627","192.168.178.1","239.255.255.250","SSDP","336","NOTIFY * HTTP/1.1 "
"687","15.003627","192.168.178.1","239.255.255.250","SSDP","345","NOTIFY * HTTP/1.1 "
"688","15.004208","192.168.178.1","239.255.255.250","SSDP","408","NOTIFY * HTTP/1.1 "
"689","15.005046","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","364","NOTIFY * HTTP/1.1 "
"690","15.005536","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","373","NOTIFY * HTTP/1.1 "
"691","15.005536","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","436","NOTIFY * HTTP/1.1 "
"692","15.006217","192.168.178.1","239.255.255.250","SSDP","345","NOTIFY * HTTP/1.1 "
"693","15.007314","192.168.178.1","239.255.255.250","SSDP","384","NOTIFY * HTTP/1.1 "
"694","15.007444","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","373","NOTIFY * HTTP/1.1 "
"695","15.007636","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","412","NOTIFY * HTTP/1.1 "
"696","15.008369","192.168.178.1","239.255.255.250","SSDP","345","NOTIFY * HTTP/1.1 "
"697","15.008882","192.168.178.1","239.255.255.250","SSDP","404","NOTIFY * HTTP/1.1 "
"698","15.009470","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","373","NOTIFY * HTTP/1.1 "
"699","15.009694","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","432","NOTIFY * HTTP/1.1 "
"700","15.010331","192.168.178.1","239.255.255.250","SSDP","372","NOTIFY * HTTP/1.1 "
"701","15.011103","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","400","NOTIFY * HTTP/1.1 "
"702","15.011648","192.168.178.1","239.255.255.250","SSDP","416","NOTIFY * HTTP/1.1 "
"703","15.012335","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","444","NOTIFY * HTTP/1.1 "
"704","15.013083","192.168.178.1","239.255.255.250","SSDP","400","NOTIFY * HTTP/1.1 "
"705","15.013706","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","428","NOTIFY * HTTP/1.1 "
"706","15.015177","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","426","NOTIFY * HTTP/1.1 "
"707","15.015837","192.168.178.1","239.255.255.250","SSDP","398","NOTIFY * HTTP/1.1 "
"708","15.015837","192.168.178.1","239.255.255.250","SSDP","412","NOTIFY * HTTP/1.1 "
"709","15.016329","fe80::464e:6dff:fedf:a38a","ff02::c","SSDP","440","NOTIFY * HTTP/1.1 "
"710","15.041121","5.200.6.174","192.168.178.42","UDP","130","50004  >  63494 Len=88"
"711","15.059128","5.200.6.174","192.168.178.42","UDP","130","50004  >  63494 Len=88"
"712","15.080838","5.200.6.174","192.168.178.42","UDP","127","50004  >  63494 Len=85"
"713","15.091831","AVMAudio_df:a3:8a","AtherosC_00:00:01","HomePlug AV","60","Qualcomm Atheros, OP_ATTR.REQ (Get Device Attributes Request)"
"714","15.091831","AVMAudio_df:a3:8a","Broadcast","HomePlug AV","60","Qualcomm Atheros, GET_SW.REQ (Get Device/SW Version Request)"
"715","15.091953","AVMAudio_df:a3:8a","Broadcast","0x8912","60","Ethernet II"
"716","15.102692","5.200.6.174","192.168.178.42","UDP","127","50004  >  63494 Len=85"
"717","15.120458","5.200.6.174","192.168.178.42","UDP","151","50004  >  63494 Len=109"
"718","15.137366","49.12.156.205","192.168.178.42","TLSv1.2","78","Application Data"
"719","15.137586","192.168.178.42","49.12.156.205","TLSv1.2","82","Ignored Unknown Record"
"720","15.139161","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"721","15.161304","5.200.6.174","192.168.178.42","UDP","175","50004  >  63494 Len=133"
"722","15.174209","192.168.178.42","35.186.224.47","TLSv1.2","97","Application Data"
"723","15.178637","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"724","15.198132","5.200.6.174","192.168.178.42","RTCP","94","Receiver Report   "
"725","15.202126","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"726","15.208198","35.186.224.47","192.168.178.42","TCP","60","443  >  3418 [ACK] Seq=1 Ack=44 Win=267 Len=0"
"727","15.210846","49.12.156.205","192.168.178.42","TCP","60","443  >  3417 [ACK] Seq=25 Ack=30 Win=544 Len=0"
"728","15.218401","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"729","15.220794","35.186.224.47","192.168.178.42","TLSv1.2","94","Application Data"
"730","15.241378","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"731","15.258686","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"732","15.265940","192.168.178.42","35.186.224.47","TCP","54","3418  >  443 [ACK] Seq=44 Ack=41 Win=1026 Len=0"
"733","15.282533","5.200.6.174","192.168.178.42","UDP","184","50004  >  63494 Len=142"
"734","15.299715","5.200.6.174","192.168.178.42","UDP","185","50004  >  63494 Len=143"
"735","15.322558","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"736","15.336019","192.168.178.42","162.159.138.234","TLSv1.2","140","Application Data"
"737","15.341510","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"738","15.350896","192.168.178.42","5.200.6.174","UDP","151","63494  >  50004 Len=109"
"739","15.357265","149.154.167.92","192.168.178.42","HTTP","288","HTTP/1.1 200 OK "
"740","15.359102","5.200.6.174","192.168.178.42","UDP","169","50004  >  63494 Len=127"
"741","15.359505","192.168.178.42","149.154.167.92","TCP","280","6554  >  80 [PSH, ACK] Seq=1 Ack=235 Win=1025 Len=226 [TCP segment of a reassembled PDU]"
"742","15.373279","192.168.178.42","5.200.6.174","UDP","165","63494  >  50004 Len=123"
"743","15.377479","162.159.138.234","192.168.178.42","TCP","60","443  >  3420 [ACK] Seq=58 Ack=664 Win=182 Len=0"
"744","15.381372","5.200.6.174","192.168.178.42","UDP","178","50004  >  63494 Len=136"
"745","15.390134","192.168.178.42","5.200.6.174","UDP","233","63494  >  50004 Len=191"
"746","15.405978","5.200.6.174","192.168.178.42","UDP","170","50004  >  63494 Len=128"
"747","15.408262","192.168.178.42","5.200.6.174","UDP","237","63494  >  50004 Len=195"
"748","15.419131","149.154.167.92","192.168.178.42","TCP","60","80  >  6554 [ACK] Seq=235 Ack=227 Win=32768 Len=0"
"749","15.419191","192.168.178.42","149.154.167.92","HTTP","142","POST /api HTTP/1.1  (application/x-www-form-urlencoded)"
"750","15.423565","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"751","15.425988","192.168.178.42","5.200.6.174","UDP","213","63494  >  50004 Len=171"
"752","15.428912","AVMAudio_df:a3:8a","Broadcast","ARP","60","Who has 192.168.178.33? Tell 192.168.178.1"
"753","15.443526","5.200.6.174","192.168.178.42","UDP","182","50004  >  63494 Len=140"
"754","15.449990","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"755","15.461663","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"756","15.466954","192.168.178.42","5.200.6.174","UDP","238","63494  >  50004 Len=196"
"757","15.470048","192.168.178.42","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"758","15.476952","149.154.167.92","192.168.178.42","TCP","60","80  >  6554 [ACK] Seq=235 Ack=315 Win=32768 Len=0"
"759","15.481710","5.200.6.174","192.168.178.42","UDP","171","50004  >  63494 Len=129"
"760","15.488468","192.168.178.42","5.200.6.174","UDP","218","63494  >  50004 Len=176"
"761","15.499311","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"762","15.510960","192.168.178.42","5.200.6.174","UDP","219","63494  >  50004 Len=177"
"763","15.522427","5.200.6.174","192.168.178.42","UDP","177","50004  >  63494 Len=135"
"764","15.523067","192.168.178.42","5.200.6.174","RTCP","70","Receiver Report   "
"765","15.528923","192.168.178.42","5.200.6.174","UDP","214","63494  >  50004 Len=172"
"766","15.540059","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"767","15.545591","192.168.178.42","5.200.6.174","UDP","205","63494  >  50004 Len=163"
"768","15.548547","192.168.178.23","192.168.178.42","UDP","557","36342  >  49883 Len=515"
"769","15.558365","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"770","15.566816","192.168.178.42","5.200.6.174","UDP","219","63494  >  50004 Len=177"
"771","15.582147","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"772","15.590026","192.168.178.42","5.200.6.174","UDP","227","63494  >  50004 Len=185"
"773","15.598530","5.200.6.174","192.168.178.42","UDP","167","50004  >  63494 Len=125"
"774","15.606864","192.168.178.42","5.200.6.174","UDP","232","63494  >  50004 Len=190"
"775","15.608924","192.168.178.42","5.200.6.174","UDP","50","63494  >  50004 Len=8"
"776","15.621767","5.200.6.174","192.168.178.42","UDP","168","50004  >  63494 Len=126"
"777","15.628611","192.168.178.42","5.200.6.174","UDP","232","63494  >  50004 Len=190"
"778","15.640832","192.168.178.42","192.168.178.23","TCP","164","3764  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=1026 Len=110 [TCP segment of a reassembled PDU]"
"779","15.643248","5.200.6.174","192.168.178.42","UDP","179","50004  >  63494 Len=137"
"780","15.645844","192.168.178.42","5.200.6.174","UDP","221","63494  >  50004 Len=179"
"781","15.652537","192.168.178.23","192.168.178.42","TCP","164","8009  >  3764 [PSH, ACK] Seq=331 Ack=441 Win=1386 Len=110 [TCP segment of a reassembled PDU]"
"782","15.656975","192.168.178.1","192.168.178.42","TCP","74","[TCP Retransmission] 53675  >  80 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=110939973 TSecr=0 WS=64"
"783","15.661093","5.200.6.174","192.168.178.42","UDP","176","50004  >  63494 Len=134"
"784","15.663576","5.200.6.174","192.168.178.42","UDP","60","50004  >  63494 Len=8"
"785","15.667908","192.168.178.42","5.200.6.174","UDP","226","63494  >  50004 Len=184"
"786","15.682874","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"787","15.685816","192.168.178.42","5.200.6.174","UDP","223","63494  >  50004 Len=181"
"788","15.698530","5.200.6.174","192.168.178.42","UDP","164","50004  >  63494 Len=122"
"789","15.703503","192.168.178.42","192.168.178.23","TCP","54","3764  >  8009 [ACK] Seq=441 Ack=441 Win=1025 Len=0"
"790","15.706808","192.168.178.42","5.200.6.174","UDP","219","63494  >  50004 Len=177"
"791","15.723369","5.200.6.174","192.168.178.42","UDP","166","50004  >  63494 Len=124"
"792","15.728128","192.168.178.42","5.200.6.174","UDP","221","63494  >  50004 Len=179"
"793","15.742952","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"794","15.745641","192.168.178.42","5.200.6.174","UDP","228","63494  >  50004 Len=186"
"795","15.757927","5.200.6.174","192.168.178.42","UDP","154","50004  >  63494 Len=112"
"796","15.766871","192.168.178.42","5.200.6.174","UDP","231","63494  >  50004 Len=189"
"797","15.779597","5.200.6.174","192.168.178.42","UDP","160","50004  >  63494 Len=118"
"798","15.789015","192.168.178.42","5.200.6.174","UDP","235","63494  >  50004 Len=193"
"799","15.796950","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"800","15.807373","192.168.178.42","5.200.6.174","UDP","233","63494  >  50004 Len=191"
"801","15.821755","5.200.6.174","192.168.178.42","UDP","161","50004  >  63494 Len=119"
"802","15.828559","192.168.178.42","5.200.6.174","UDP","225","63494  >  50004 Len=183"
"803","15.838483","5.200.6.174","192.168.178.42","UDP","173","50004  >  63494 Len=131"
"804","15.845450","192.168.178.42","5.200.6.174","UDP","223","63494  >  50004 Len=181"
"805","15.859824","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"806","15.867078","192.168.178.42","5.200.6.174","UDP","221","63494  >  50004 Len=179"
"807","15.879277","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"808","15.888801","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"809","15.901191","5.200.6.174","192.168.178.42","UDP","165","50004  >  63494 Len=123"
"810","15.905111","192.168.178.42","5.200.6.174","UDP","218","63494  >  50004 Len=176"
"811","15.919863","5.200.6.174","192.168.178.42","UDP","157","50004  >  63494 Len=115"
"812","15.926859","192.168.178.42","5.200.6.174","UDP","238","63494  >  50004 Len=196"
"813","15.936720","5.200.6.174","192.168.178.42","UDP","176","50004  >  63494 Len=134"
"814","15.948741","192.168.178.42","5.200.6.174","UDP","218","63494  >  50004 Len=176"
"815","15.959426","5.200.6.174","192.168.178.42","UDP","172","50004  >  63494 Len=130"
"816","15.965707","192.168.178.42","5.200.6.174","UDP","229","63494  >  50004 Len=187"
"817","15.981659","5.200.6.174","192.168.178.42","UDP","162","50004  >  63494 Len=120"
"818","15.988049","192.168.178.42","5.200.6.174","UDP","220","63494  >  50004 Len=178"
"819","15.998366","5.200.6.174","192.168.178.42","UDP","163","50004  >  63494 Len=121"
"820","16.009929","192.168.178.42","5.200.6.174","UDP","230","63494  >  50004 Len=188"
"821","16.015428","5.200.6.174","192.168.178.42","UDP","153","50004  >  63494 Len=111"
"822","16.027009","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"823","16.040264","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"824","16.050369","192.168.178.42","5.200.6.174","UDP","229","63494  >  50004 Len=187"
"825","16.056525","5.200.6.174","192.168.178.42","UDP","158","50004  >  63494 Len=116"
"826","16.066588","192.168.178.42","5.200.6.174","UDP","229","63494  >  50004 Len=187"
"827","16.077075","5.200.6.174","192.168.178.42","UDP","156","50004  >  63494 Len=114"
"828","16.088448","192.168.178.42","5.200.6.174","UDP","222","63494  >  50004 Len=180"
"829","16.098489","5.200.6.174","192.168.178.42","UDP","159","50004  >  63494 Len=117"
"830","16.105951","192.168.178.42","5.200.6.174","UDP","228","63494  >  50004 Len=186"
"831","16.118285","5.200.6.174","192.168.178.42","UDP","77","50004  >  63494 Len=35"
"832","16.119999","fe80::59ae:66a4:fbf4:c364","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"833","16.120199","192.168.178.42","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
